droneId,latitude,longitude,pm25,co2,no2,temperature,humidity
17,24.72562,46.73568,64.9,538.1,32.1,35.1,19.6
17,24.72576,46.73530,64.2,545.2,32.7,34.8,20.6
17,24.72591,46.73492,65.8,542.1,33.3,34.9,19.4
17,24.72606,46.73453,65.6,547.6,32.8,34.8,20.0
17,24.72621,46.73415,63.7,540.1,31.9,35.0,20.8
17,24.72635,46.73377,63.9,542.4,31.7,34.6,19.8
17,24.72650,46.73339,65.8,545.8,32.6,34.8,19.4
17,24.72665,46.73301,61.5,547.3,30.3,35.3,20.2
17,24.72679,46.73263,63.2,542.1,30.9,35.0,20.6
17,24.72694,46.73225,24.6,447.3,31.8,35.1,19.0
17,24.72709,46.73186,22.1,447.9,30.8,34.7,19.6
17,24.72724,46.73148,25.1,451.8,31.7,34.6,20.5
17,24.72738,46.73110,25.5,449.7,33.5,35.1,20.3
17,24.72753,46.73072,23.6,439.3,32.0,34.8,19.9
17,24.72768,46.73034,21.3,437.6,30.1,35.1,20.4
17,24.72782,46.72996,24.1,438.8,31.8,35.3,19.6
17,24.72797,46.72958,24.1,445.6,31.6,35.3,20.3
17,24.72812,46.72919,21.4,447.0,30.8,35.4,19.9
17,24.72826,46.72881,23.2,445.8,32.5,34.7,19.2
17,24.72841,46.72843,21.0,452.5,30.0,35.3,20.7
17,24.72856,46.72805,25.5,441.2,32.6,35.4,19.1
17,24.72871,46.72767,25.5,441.0,32.7,34.8,20.8
17,24.72885,46.72729,22.7,445.5,31.3,35.4,19.9
17,24.72900,46.72691,24.1,439.4,31.9,35.0,19.8
17,24.72915,46.72652,25.4,445.8,31.7,35.5,20.6
17,24.72929,46.72614,24.2,450.4,31.8,34.7,20.5
17,24.72944,46.72576,25.9,441.5,33.8,34.7,20.4
17,24.72959,46.72538,21.0,439.0,30.6,35.0,20.5
17,24.72973,46.72500,23.1,440.7,32.5,35.1,19.1
18,24.71954,46.60053,20.4,448.0,30.9,34.7,20.1
18,24.71945,46.59968,20.7,450.2,29.8,35.4,19.9
18,24.71935,46.59884,18.9,441.7,30.2,34.7,19.4
18,24.71925,46.59800,19.0,445.2,28.7,35.5,19.2
18,24.71916,46.59715,16.5,440.8,29.1,34.7,20.9
18,24.71906,46.59631,16.8,450.2,27.6,35.3,20.6
18,24.71896,46.59547,18.8,440.2,28.6,35.0,20.1
18,24.71887,46.59462,21.0,450.9,31.2,34.6,20.1
18,24.71877,46.59378,17.1,448.4,27.6,34.9,19.4
18,24.71867,46.59294,19.5,453.0,30.0,35.5,20.7
18,24.71857,46.59209,19.3,441.2,29.6,34.7,20.7
18,24.71848,46.59125,17.6,445.2,28.8,35.1,20.0
18,24.71838,46.59041,18.2,447.5,30.1,35.4,19.7
18,24.71828,46.58956,20.8,454.0,31.1,35.2,19.1
18,24.71819,46.58872,20.8,445.8,31.2,34.6,19.9
18,24.71809,46.58788,18.2,445.8,29.2,35.3,19.4
18,24.71799,46.58704,16.5,443.7,29.1,34.8,19.4
18,24.71790,46.58619,18.3,453.0,29.5,34.7,19.1
18,24.71780,46.58535,20.9,446.7,29.5,35.4,20.0
18,24.71770,46.58451,19.0,448.4,29.5,35.4,19.0
18,24.71761,46.58366,18.4,443.4,29.8,34.6,20.7
18,24.71751,46.58282,58.2,542.7,29.7,34.7,19.4
18,24.71741,46.58198,57.5,545.4,28.0,34.6,20.7
18,24.71732,46.58113,61.2,540.2,30.4,35.0,19.4
18,24.71722,46.58029,58.9,550.4,28.9,34.9,19.2
18,24.71712,46.57945,61.0,549.0,30.8,35.3,19.6
18,24.71702,46.57860,60.2,545.0,30.7,34.8,19.3
18,24.71693,46.57776,56.9,543.5,29.3,34.9,20.5
18,24.71683,46.57692,59.5,551.4,29.1,34.8,19.1
18,24.71673,46.57607,57.1,549.0,29.3,34.8,19.4
18,24.71664,46.57523,19.4,441.0,30.6,35.1,19.1
18,24.71654,46.57439,17.8,443.3,28.1,35.4,20.8
18,24.71644,46.57355,16.5,448.1,28.9,35.4,20.5
18,24.71635,46.57270,17.6,442.3,27.9,35.4,20.9
18,24.71625,46.57186,20.5,445.5,29.8,35.2,20.9
18,24.71615,46.57102,20.2,441.6,31.1,35.4,20.5
18,24.71606,46.57017,21.0,453.9,31.3,35.1,20.5
18,24.71596,46.56933,17.2,442.4,28.5,34.7,19.8
18,24.71586,46.56849,20.4,449.5,29.9,34.7,20.7
18,24.71576,46.56764,17.9,451.1,28.4,35.1,20.4
18,24.71567,46.56680,20.0,443.5,30.5,35.3,20.8
18,24.71557,46.56596,16.9,439.6,29.3,34.9,19.7
18,24.71547,46.56511,19.4,440.8,30.1,34.9,19.9
18,24.71538,46.56427,19.5,449.3,29.0,34.7,20.1
18,24.71528,46.56343,17.1,446.9,29.4,35.2,20.5
18,24.71518,46.56258,16.3,443.7,27.6,34.8,20.4
18,24.71509,46.56174,18.0,441.2,29.5,34.7,19.3
18,24.71499,46.56090,19.1,445.5,30.1,35.1,21.0
18,24.71489,46.56006,16.3,448.8,27.3,34.9,20.4
18,24.71480,46.55921,18.8,447.5,29.6,35.3,20.7
19,24.68754,46.70677,15.7,447.8,27.9,34.9,19.2
19,24.68768,46.70694,12.5,440.5,25.9,34.7,19.8
19,24.68782,46.70711,13.7,447.5,26.9,35.0,20.7
19,24.68797,46.70728,16.2,439.1,27.7,35.4,20.4
19,24.68811,46.70745,12.7,443.8,26.6,35.1,20.4
19,24.68825,46.70762,15.7,452.3,28.6,35.1,20.6
19,24.68840,46.70779,12.6,444.6,27.1,35.0,20.0
19,24.68854,46.70796,12.9,452.0,26.9,34.7,20.6
19,24.68868,46.70813,17.1,440.1,28.3,34.5,20.0
19,24.68883,46.70830,16.9,444.5,28.8,34.9,19.0
19,24.68897,46.70847,13.7,448.3,26.0,35.0,20.8
19,24.68911,46.70864,13.5,447.4,26.0,34.6,19.8
19,24.68926,46.70881,16.2,444.1,28.9,35.1,20.3
19,24.68940,46.70898,12.8,449.2,27.1,34.5,19.8
19,24.68954,46.70915,17.2,438.9,28.5,34.5,19.8
19,24.68968,46.70932,16.3,449.9,27.5,35.3,19.3
19,24.68983,46.70950,16.1,447.5,27.1,34.5,19.7
19,24.68997,46.70967,13.2,439.5,26.7,34.7,19.8
19,24.69011,46.70984,14.1,449.4,27.2,35.4,19.7
19,24.69026,46.71001,15.4,446.8,28.7,35.0,20.3
19,24.69040,46.71018,14.5,448.0,26.6,35.5,19.2
19,24.69054,46.71035,53.9,545.1,27.3,34.8,19.5
19,24.69069,46.71052,53.0,545.1,26.0,34.6,20.2
19,24.69083,46.71069,55.1,545.0,27.0,34.7,20.3
19,24.69097,46.71086,54.0,545.6,27.8,34.9,19.5
19,24.69111,46.71103,53.3,540.1,27.0,35.2,19.4
19,24.69126,46.71120,54.8,549.6,27.4,35.1,20.1
19,24.69140,46.71137,54.7,540.9,27.6,34.5,20.9
19,24.69154,46.71154,54.0,546.3,26.0,34.9,20.2
19,24.69169,46.71171,54.0,548.8,27.0,35.0,19.5
19,24.69183,46.71188,17.2,446.8,28.3,35.1,20.7
19,24.69197,46.71205,14.0,444.8,26.1,35.0,19.6
19,24.69212,46.71222,16.6,444.1,27.9,34.7,20.3
19,24.69226,46.71239,16.3,452.3,28.9,34.7,19.5
19,24.69240,46.71256,17.4,449.0,28.6,35.0,19.5
19,24.69255,46.71273,14.5,445.7,28.1,35.5,20.0
19,24.69269,46.71290,14.0,442.0,27.5,34.5,19.6
19,24.69283,46.71307,14.0,450.6,26.1,34.8,19.8
19,24.69297,46.71324,17.1,451.5,28.8,35.1,19.6
19,24.69312,46.71341,13.6,448.2,27.4,35.1,19.4
19,24.69326,46.71358,16.7,450.7,29.3,35.1,20.5
19,24.69340,46.71375,13.3,446.3,27.2,34.7,20.5
19,24.69355,46.71392,16.4,440.4,27.5,34.7,19.5
19,24.69369,46.71409,15.4,445.7,27.8,35.2,19.2
19,24.69383,46.71426,17.4,442.8,28.9,35.1,20.7
19,24.69398,46.71443,13.7,440.2,27.5,35.3,20.2
19,24.69412,46.71460,15.7,450.9,27.3,35.3,19.9
19,24.69426,46.71477,16.8,438.9,28.9,35.4,20.8
19,24.69441,46.71495,14.9,448.4,27.0,35.1,19.5
19,24.69455,46.71512,15.0,447.7,28.5,34.8,20.6
20,24.64181,46.59203,22.3,413.3,31.0,34.7,20.4
20,24.64213,46.59115,24.7,413.6,32.2,34.8,20.8
20,24.64245,46.59026,24.6,409.4,31.7,35.3,20.1
20,24.64277,46.58937,21.5,411.6,30.7,35.1,19.5
20,24.64309,46.58849,22.1,418.9,31.7,34.5,20.0
20,24.64341,46.58760,23.3,419.6,31.8,34.6,20.1
20,24.64373,46.58671,20.2,410.7,29.5,35.0,19.4
20,24.64405,46.58583,23.9,422.5,31.9,34.8,19.5
20,24.64437,46.58494,22.0,413.7,30.7,35.2,20.0
20,24.64468,46.58406,21.3,423.4,31.2,35.4,19.1
20,24.64500,46.58317,22.8,417.5,32.4,35.5,19.6
20,24.64532,46.58228,20.4,418.6,30.3,35.2,19.1
20,24.64564,46.58140,24.0,415.6,32.5,34.7,19.6
20,24.64596,46.58051,20.5,419.8,29.3,34.5,20.3
20,24.64628,46.57962,20.3,419.2,29.6,34.7,20.0
20,24.64660,46.57874,23.2,409.5,30.8,34.7,20.8
20,24.64692,46.57785,21.3,424.1,31.0,35.1,20.9
20,24.64724,46.57696,20.1,415.7,30.5,34.9,20.4
20,24.64756,46.57608,23.4,413.3,32.4,34.6,19.9
20,24.64788,46.57519,20.7,424.0,30.6,35.1,20.3
20,24.64819,46.57431,22.1,416.0,30.3,34.8,20.2
20,24.64851,46.57342,60.6,511.1,29.6,34.5,19.5
20,24.64883,46.57253,60.1,512.6,30.2,35.3,19.9
20,24.64915,46.57165,61.4,511.6,29.9,34.5,20.8
20,24.64947,46.57076,62.8,517.2,30.5,35.1,19.2
20,24.64979,46.56987,64.5,516.2,31.3,35.3,20.9
20,24.65011,46.56899,61.0,510.5,29.8,35.4,19.2
20,24.65043,46.56810,63.8,520.6,31.4,35.1,20.7
20,24.65075,46.56721,63.5,513.7,31.6,35.1,19.7
20,24.65107,46.56633,61.0,515.8,30.6,34.8,20.9
20,24.65139,46.56544,22.2,415.2,31.0,34.9,20.9
20,24.65171,46.56455,20.8,422.9,29.5,34.9,19.4
20,24.65202,46.56367,22.6,421.9,31.9,35.1,20.0
20,24.65234,46.56278,23.1,413.7,30.6,34.5,20.0
20,24.65266,46.56190,22.7,423.5,31.7,35.3,19.4
20,24.65298,46.56101,20.0,418.1,30.2,34.9,19.5
20,24.65330,46.56012,22.0,410.7,31.1,35.1,20.3
20,24.65362,46.55924,23.5,410.7,31.0,34.6,19.8
20,24.65394,46.55835,20.3,424.2,30.5,34.5,19.5
20,24.65426,46.55746,21.3,411.7,30.6,34.9,20.7
20,24.65458,46.55658,22.1,409.3,31.0,35.4,20.3
20,24.65490,46.55569,24.6,410.9,33.1,34.8,20.4
20,24.65522,46.55480,20.9,416.9,31.1,34.9,19.0
20,24.65554,46.55392,22.5,413.2,31.7,35.0,19.4
20,24.65585,46.55303,21.9,410.8,31.2,35.2,20.1
20,24.65617,46.55215,20.2,422.3,29.1,35.4,19.4
20,24.65649,46.55126,22.6,416.8,31.8,34.8,20.3
20,24.65681,46.55037,24.0,417.6,32.1,35.3,20.4
20,24.65713,46.54949,21.9,417.1,30.3,35.5,21.0
20,24.65745,46.54860,20.6,413.8,30.5,34.7,19.3
21,24.75436,46.52121,21.5,422.9,31.4,35.1,19.8
21,24.75357,46.52063,24.9,424.8,31.6,35.1,21.0
21,24.75278,46.52005,22.0,425.4,30.8,35.4,20.0
21,24.75198,46.51948,24.7,427.0,32.6,35.1,20.5
21,24.75119,46.51890,25.1,417.3,32.8,35.0,20.2
21,24.75040,46.51832,26.4,425.1,33.0,35.4,19.3
21,24.74961,46.51774,21.6,423.9,30.8,34.9,20.2
21,24.74881,46.51717,21.9,417.1,30.6,34.9,21.0
21,24.74802,46.51659,25.6,416.4,32.3,35.2,19.2
21,24.74723,46.51601,24.4,425.3,32.4,34.6,20.7
21,24.74644,46.51543,22.5,417.3,30.6,34.6,19.8
21,24.74564,46.51485,25.0,415.9,32.7,35.1,20.0
21,24.74485,46.51428,22.8,419.8,31.2,34.8,20.3
21,24.74406,46.51370,23.3,417.9,32.4,34.8,20.9
21,24.74327,46.51312,25.0,422.0,33.2,35.2,19.5
21,24.74247,46.51254,23.6,418.9,31.2,34.6,19.3
21,24.74168,46.51196,22.2,430.2,31.9,34.8,20.6
21,24.74089,46.51139,24.9,423.7,32.4,34.7,20.4
21,24.74010,46.51081,22.0,427.3,30.6,34.6,19.9
21,24.73930,46.51023,24.2,429.3,32.6,35.0,20.3
21,24.73851,46.50965,25.7,426.3,33.8,35.2,19.9
21,24.73772,46.50908,61.4,522.9,31.1,34.5,20.5
21,24.73693,46.50850,62.4,523.9,31.4,35.2,19.8
21,24.73613,46.50792,64.7,524.6,32.1,35.3,20.7
21,24.73534,46.50734,63.5,526.1,31.0,34.5,19.3
21,24.73455,46.50676,61.8,515.8,31.1,35.1,20.7
21,24.73376,46.50619,65.4,525.1,31.8,35.5,19.3
21,24.73296,46.50561,62.1,528.3,31.4,35.3,20.4
21,24.73217,46.50503,61.5,520.7,31.1,35.4,19.2
21,24.73138,46.50445,61.5,515.9,29.8,35.0,20.3
21,24.73059,46.50388,21.8,425.9,31.2,34.5,19.8
21,24.72979,46.50330,26.1,416.4,32.6,35.2,20.9
21,24.72900,46.50272,24.2,428.1,31.5,35.0,19.4
21,24.72821,46.50214,25.1,423.7,32.3,35.1,20.0
21,24.72742,46.50156,25.1,429.6,33.5,34.7,20.4
21,24.72662,46.50099,22.3,421.1,30.2,34.8,20.9
21,24.72583,46.50041,23.2,429.6,31.2,34.9,20.2
21,24.72504,46.49983,21.9,429.4,31.9,35.4,19.8
21,24.72424,46.49925,22.3,419.9,31.7,35.1,20.9
21,24.72345,46.49867,25.6,424.8,32.5,35.2,19.9
21,24.72266,46.49810,25.5,421.3,33.0,35.1,19.4
21,24.72187,46.49752,23.5,425.5,31.2,35.3,20.8
21,24.72107,46.49694,21.6,422.1,31.5,34.7,20.9
21,24.72028,46.49636,24.7,425.8,31.9,35.4,19.2
21,24.71949,46.49579,26.0,420.8,32.1,35.3,19.3
21,24.71870,46.49521,22.7,420.9,32.1,35.4,19.6
21,24.71790,46.49463,25.4,420.6,32.2,35.1,19.8
21,24.71711,46.49405,23.5,427.8,32.6,35.0,19.1
21,24.71632,46.49347,25.0,426.8,33.2,35.1,20.1
21,24.71553,46.49290,26.1,426.6,32.4,35.0,20.9
22,24.67303,46.65738,17.7,441.2,28.7,35.0,20.7
22,24.67287,46.65751,20.6,446.3,30.1,34.7,19.5
22,24.67272,46.65764,16.3,443.9,28.9,35.5,19.5
22,24.67257,46.65777,17.7,446.0,28.8,35.1,19.7
22,24.67242,46.65790,20.6,438.3,30.9,34.5,19.7
22,24.67227,46.65803,16.5,433.0,29.2,35.5,20.7
22,24.67212,46.65816,17.6,443.6,28.1,35.4,20.5
22,24.67196,46.65830,20.7,441.5,29.9,34.7,20.6
22,24.67181,46.65843,17.3,436.8,28.3,34.8,20.7
22,24.67166,46.65856,20.6,439.9,29.9,34.8,19.3
22,24.67151,46.65869,17.9,437.4,29.0,35.0,20.3
22,24.67136,46.65882,18.8,446.4,28.4,35.1,19.9
22,24.67121,46.65895,16.1,437.7,27.3,35.3,19.8
22,24.67105,46.65908,18.9,446.4,29.7,35.3,19.7
22,24.67090,46.65921,19.2,434.8,29.0,34.6,20.6
22,24.67075,46.65935,16.3,434.1,27.2,34.5,19.5
22,24.67060,46.65948,16.5,443.6,28.0,35.1,19.3
22,24.67045,46.65961,18.1,435.3,29.9,35.3,20.6
22,24.67030,46.65974,15.9,432.1,28.8,35.1,19.4
22,24.67014,46.65987,18.8,436.7,30.2,35.4,20.9
22,24.66999,46.66000,16.0,436.8,27.2,35.3,20.8
22,24.66984,46.66013,59.0,540.1,29.0,35.2,19.3
22,24.66969,46.66027,59.2,543.1,30.4,35.5,19.8
22,24.66954,46.66040,60.2,536.6,30.1,34.6,20.3
22,24.66939,46.66053,57.0,541.3,27.9,35.5,20.5
22,24.66923,46.66066,58.0,537.8,29.7,35.3,20.6
22,24.66908,46.66079,59.7,542.4,29.4,34.7,20.9
22,24.66893,46.66092,55.9,543.1,27.9,35.2,20.6
22,24.66878,46.66105,59.1,538.0,29.5,35.4,19.4
22,24.66863,46.66119,56.9,544.4,28.4,35.0,20.9
22,24.66848,46.66132,16.4,443.6,27.9,35.0,19.2
22,24.66832,46.66145,20.0,444.1,30.3,35.3,19.9
22,24.66817,46.66158,18.4,439.2,29.7,35.4,20.7
22,24.66802,46.66171,16.5,445.9,28.8,35.2,19.9
22,24.66787,46.66184,17.1,445.1,29.4,35.4,19.9
22,24.66772,46.66197,20.2,439.9,30.5,34.9,20.5
22,24.66757,46.66210,20.4,446.8,29.6,35.4,20.0
22,24.66741,46.66224,19.3,438.6,29.0,34.8,21.0
22,24.66726,46.66237,20.1,439.9,30.5,35.0,20.0
22,24.66711,46.66250,17.4,434.7,28.9,34.7,19.0
22,24.66696,46.66263,20.1,434.7,30.7,35.3,20.8
22,24.66681,46.66276,20.3,437.9,29.6,35.2,20.1
22,24.66666,46.66289,19.5,433.4,30.6,35.4,19.1
22,24.66650,46.66302,16.4,434.4,29.0,34.7,20.1
22,24.66635,46.66316,16.9,436.5,28.8,34.6,19.3
22,24.66620,46.66329,19.5,441.4,29.9,34.6,20.4
22,24.66605,46.66342,18.3,438.6,29.6,35.5,20.3
22,24.66590,46.66355,20.6,434.3,29.6,34.6,20.1
22,24.66575,46.66368,20.0,446.2,30.5,35.1,19.8
22,24.66559,46.66381,18.3,446.6,30.0,35.4,19.9
23,24.66771,46.74235,9.6,436.3,23.8,35.1,19.9
23,24.66690,46.74274,9.8,433.3,25.4,34.9,19.4
23,24.66609,46.74313,9.7,439.0,24.9,34.7,20.5
23,24.66527,46.74352,12.4,433.3,25.8,34.8,19.2
23,24.66446,46.74392,11.8,430.4,25.6,34.7,19.4
23,24.66364,46.74431,10.9,439.4,25.1,34.9,19.6
23,24.66283,46.74470,13.2,425.4,26.0,35.4,20.3
23,24.66201,46.74509,11.6,428.9,25.6,34.6,19.7
23,24.66120,46.74548,10.4,436.4,25.7,35.4,20.9
23,24.66038,46.74587,10.8,425.9,26.3,34.9,19.8
23,24.65957,46.74627,9.3,439.5,23.8,35.2,20.4
23,24.65876,46.74666,10.4,435.9,24.5,35.2,19.3
23,24.65794,46.74705,10.9,437.3,25.2,34.7,20.0
23,24.65713,46.74744,10.0,425.6,24.1,35.4,20.5
23,24.65631,46.74783,12.4,426.0,26.6,34.9,19.8
23,24.65550,46.74822,11.0,426.6,25.0,35.0,20.8
23,24.65468,46.74862,11.9,438.2,27.0,34.8,20.3
23,24.65387,46.74901,11.5,434.0,26.2,34.9,20.5
23,24.65305,46.74940,12.9,432.4,26.2,35.2,19.3
23,24.65224,46.74979,12.4,430.8,25.8,34.9,19.2
23,24.65142,46.75018,12.8,431.6,26.5,34.9,21.0
23,24.65061,46.75058,50.9,525.7,26.2,34.7,19.2
23,24.64980,46.75097,54.1,534.5,27.0,35.0,21.0
23,24.64898,46.75136,52.2,527.4,26.0,35.4,19.3
23,24.64817,46.75175,50.1,526.6,25.8,34.9,20.7
23,24.64735,46.75214,51.0,537.5,25.1,35.3,21.0
23,24.64654,46.75253,53.5,534.0,27.2,35.4,19.1
23,24.64572,46.75293,54.0,532.9,26.1,34.9,19.7
23,24.64491,46.75332,53.6,533.8,26.1,34.9,19.0
23,24.64409,46.75371,50.4,526.7,25.8,34.7,19.0
23,24.64328,46.75410,10.4,434.4,24.6,34.9,20.4
23,24.64247,46.75449,13.9,428.0,26.4,35.4,20.3
23,24.64165,46.75488,12.1,432.1,26.2,35.2,19.5
23,24.64084,46.75528,13.9,426.8,27.7,35.5,19.8
23,24.64002,46.75567,13.6,437.4,25.9,34.8,19.7
23,24.63921,46.75606,11.6,432.4,26.5,35.4,20.4
23,24.63839,46.75645,13.0,429.7,27.4,34.9,19.9
23,24.63758,46.75684,11.7,435.5,25.9,34.8,19.5
23,24.63676,46.75723,11.0,428.3,25.4,35.3,19.2
23,24.63595,46.75763,13.7,426.2,26.0,35.3,19.6
23,24.63514,46.75802,9.3,425.6,23.8,35.5,19.4
23,24.63432,46.75841,10.6,436.2,25.9,35.3,19.8
23,24.63351,46.75880,11.4,431.0,26.6,34.6,19.3
23,24.63269,46.75919,10.1,432.6,24.8,35.4,20.0
23,24.63188,46.75959,11.0,435.7,25.8,34.8,20.1
23,24.63106,46.75998,14.1,431.3,27.3,34.5,20.2
23,24.63025,46.76037,12.5,426.2,25.6,35.2,20.0
23,24.62943,46.76076,13.6,438.4,26.8,35.3,20.0
23,24.62862,46.76115,12.5,433.9,25.7,35.1,20.3
23,24.62780,46.76154,10.5,435.3,25.1,35.0,19.5
24,24.68529,46.75829,25.7,438.5,32.9,34.6,19.6
24,24.68618,46.75880,24.1,433.6,32.9,35.1,19.2
24,24.68707,46.75931,23.0,435.9,32.0,34.6,20.5
24,24.68795,46.75982,27.0,444.6,32.8,35.3,20.4
24,24.68884,46.76032,23.0,435.5,30.6,34.6,19.1
24,24.68973,46.76083,25.8,443.8,32.0,34.6,20.5
24,24.69062,46.76134,25.8,444.2,33.0,35.0,19.6
24,24.69151,46.76185,23.2,431.8,32.5,34.9,19.4
24,24.69239,46.76236,24.1,441.6,31.3,35.2,19.9
24,24.69328,46.76287,26.9,438.7,34.2,34.6,20.8
24,24.69417,46.76338,27.3,445.0,34.5,34.9,20.0
24,24.69506,46.76389,26.1,435.8,33.9,35.1,19.7
24,24.69594,46.76439,24.1,435.7,32.5,34.6,19.0
24,24.69683,46.76490,27.6,432.4,34.3,34.7,20.2
24,24.69772,46.76541,22.6,438.5,30.8,34.9,19.6
24,24.69861,46.76592,25.2,436.2,33.1,34.8,20.2
24,24.69950,46.76643,24.8,431.8,32.3,35.0,20.7
24,24.70038,46.76694,25.2,436.3,33.6,34.9,20.4
24,24.70127,46.76745,25.9,437.9,33.9,34.7,20.9
24,24.70216,46.76796,26.5,444.1,32.7,35.3,19.6
24,24.70305,46.76847,25.4,431.3,32.4,34.9,19.1
24,24.70394,46.76897,66.7,530.3,34.0,35.1,19.5
24,24.70482,46.76948,62.9,532.8,31.2,34.8,20.8
24,24.70571,46.76999,63.9,538.9,32.5,35.5,20.1
24,24.70660,46.77050,65.8,538.3,32.8,35.3,20.2
24,24.70749,46.77101,65.4,533.7,33.3,34.6,20.8
24,24.70837,46.77152,66.7,537.4,33.1,34.7,20.7
24,24.70926,46.77203,66.8,532.9,32.6,34.8,19.5
24,24.71015,46.77254,65.2,540.3,32.2,35.1,19.2
24,24.71104,46.77304,64.9,531.4,32.7,34.6,20.5
24,24.71193,46.77355,24.4,434.0,31.3,34.7,20.1
24,24.71281,46.77406,22.7,439.4,31.5,34.5,20.9
24,24.71370,46.77457,25.4,442.1,31.9,35.3,20.0
24,24.71459,46.77508,26.5,437.9,33.1,34.9,20.9
24,24.71548,46.77559,25.1,439.2,33.1,35.3,20.4
24,24.71637,46.77610,27.2,439.6,33.4,35.1,20.8
24,24.71725,46.77661,24.1,439.6,31.1,35.2,19.1
24,24.71814,46.77712,23.0,442.8,31.4,35.0,19.7
24,24.71903,46.77762,25.5,438.4,32.0,35.1,19.2
24,24.71992,46.77813,22.8,438.7,30.5,34.8,19.6
24,24.72080,46.77864,25.2,443.9,33.3,35.4,19.5
24,24.72169,46.77915,24.0,433.1,31.5,34.8,19.3
24,24.72258,46.77966,26.3,438.1,33.8,35.3,20.3
24,24.72347,46.78017,25.8,435.9,32.7,35.1,20.0
24,24.72436,46.78068,25.5,431.2,33.2,35.4,19.5
24,24.72524,46.78119,25.9,436.0,33.3,35.1,20.4
24,24.72613,46.78169,25.9,431.4,33.3,35.2,19.2
24,24.72702,46.78220,26.8,440.8,33.1,35.2,19.4
24,24.72791,46.78271,27.0,430.5,33.4,35.0,20.9
24,24.72880,46.78322,24.9,436.6,31.6,35.0,20.2
